question_external_id,text,is_correct,sort_order
CDL-GK-0259,Are only needed if hazardous materials are being hauled,0,2
CDL-GK-0259,Should be performed every six hours or 300 miles,0,3
CDL-GK-0260,Avoiding high speed driving,0,0
CDL-GK-0260,Making sure the engine has the right amount of oil,0,1
CDL-GK-0260,Properly adjusted v-belts,0,2
CDL-GK-0260,All answers are correct,1,3
CDL-GK-0261,signs that help tax collectors determine how much to tax a hazardous cargo.,0,0
CDL-GK-0261,"signs that warn the public to stay at least 1,000 feet from the vehicle.",0,1
CDL-GK-0261,signs on the inside of the vehicle that remind the driver of what he or she is carrying.,0,2
CDL-GK-0261,signs on the outside of the vehicle that identify the hazard class of the cargo.,1,3
CDL-GK-0262,4/32 inch.,1,0
CDL-GK-0262,1/32 inch.,0,1
CDL-GK-0262,3/8 inch.,0,2
CDL-GK-0262,1/2 inch.,0,3
CDL-GK-0263,keep your wheels from locking when you brake hard.,1,0
CDL-GK-0263,let you drive faster.,0,1
CDL-GK-0263,increase your vehicle's stopping power.,0,2
CDL-GK-0263,shorten your stopping distance.,0,3
CDL-GK-0264,"Retarders help slow a vehicle, reducing the need for braking.",0,0
CDL-GK-0264,"You should turn the retarder off whenever the road is wet, icy, or snow-covered.",0,1
CDL-GK-0264,"When your drive wheels have poor traction, the retarder may cause them to skid.",0,2
CDL-GK-0264,All of the above statements are correct.,1,3
CDL-GK-0265,wait until you are in the curve before downshifting.,0,0
CDL-GK-0265,slow down to the posted speed limit for the off ramp.,0,1
CDL-GK-0265,slow down to a safe speed before taking the curve.,1,2
CDL-GK-0266,Protect the accident scene.,1,0
CDL-GK-0266,Flag down help.,0,1
CDL-GK-0266,Clear the area.,0,2
CDL-GK-0267,Seconds,1,0
CDL-GK-0267,It does not matter.,0,1
CDL-GK-0267,Minutes,0,2
CDL-GK-0268,perception,1,0
CDL-GK-0268,reaction,0,1
CDL-GK-0268,braking,0,2
CDL-GK-0269,air brakes.,0,0
CDL-GK-0269,spring brakes.,0,1
CDL-GK-0269,anti-lock brakes.,1,2
CDL-GK-0270,When going down grades,1,0
CDL-GK-0270,When going around curves,0,1
CDL-GK-0270,When going up grades,0,2
CDL-GK-0271,"When pulling off the shoulder, pulling up until the trailer is straight",0,0
CDL-GK-0271,Pulling forward while backing a trailer to reposition it,1,1
CDL-GK-0271,A maneuver performed by a tow truck to pick up an overturned truck,0,2
CDL-GK-0272,Whenever you are hauling hazardous materials,0,0
CDL-GK-0272,Whenever you're driving a CMV,1,1
CDL-GK-0272,Only in states where the law requires it,0,2
CDL-GK-0273,Type of tire tread,1,0
CDL-GK-0273,Weight of the load,0,1
CDL-GK-0273,Length of the grade,0,2
CDL-GK-0274,excessive speeding (15 mph or more above the posted limit) and improper lane changes.,0,0
CDL-GK-0274,reckless driving and following a vehicle too closely.,0,1
CDL-GK-0274,both of the above.,1,2
CDL-GK-0275,"maintenance, physical, general.",0,0
CDL-GK-0275,"post-trip, pre-trip, en-route.",1,1
CDL-GK-0275,both of the above.,0,2
CDL-GK-0276,It is usually illegal to turn off your signal before starting a turn.,0,0
CDL-GK-0276,You need both hands on the wheel to turn safely.,0,1
CDL-GK-0276,Both of the above are correct.,1,2
CDL-GK-0277,Steer to the right.,1,0
CDL-GK-0277,Brake hard.,0,1
CDL-GK-0277,Prepare for impact.,0,2
CDL-GK-0278,Poor trailer ventilation can cause flammable cargo to catch fire.,1,0
CDL-GK-0278,Carrying a properly charged fire extinguisher will help prevent fires.,0,1
CDL-GK-0278,Underinflated tires will NOT cause a vehicle fire.,0,2
CDL-GK-0279,"Inspecting the cargo, recognizing overloads, and properly securing the cargo",1,0
CDL-GK-0279,"Preparing the shipping papers, inspecting the cargo, and properly securing the cargo",0,1
CDL-GK-0279,"Weighing the cargo, properly securing the cargo, and delivering the cargo",0,2
CDL-GK-0280,Get out and inspect the areas.,0,0
CDL-GK-0280,Look out the window.,0,1
CDL-GK-0280,Check your mirrors regularly.,1,2
CDL-GK-0281,turn off the engine and take the key with you.,0,0
CDL-GK-0281,turn on the headlights and four-way flashers.,0,1
CDL-GK-0281,Both of these answers are correct.,1,2
CDL-GK-0282,Within 100 feet behind the vehicle,0,0
CDL-GK-0282,Within 250 feet behind the vehicle,0,1
CDL-GK-0282,Within 500 feet behind the vehicle,1,2
CDL-GK-0283,"Low beams, high beams, four-way flashers, and turn signals",1,0
CDL-GK-0283,"Windshield wipers, mirrors, and hood latches",0,1
CDL-GK-0283,"Oil, transmission, air compressor, and radiator",0,2
CDL-GK-0284,It will go away by itself over a period of time.,0,0
CDL-GK-0284,It can only be paid off by sleeping.,1,1
CDL-GK-0284,It can be overcome with willpower and non-sleep aids.,0,2
CDL-GK-0285,Speed up or shift to a higher gear.,0,0
CDL-GK-0285,Apply the brakes harder and faster.,0,1
CDL-GK-0285,"Slow down, shift to a low gear, and gently apply the brakes.",1,2
CDL-GK-0286,The road conditions,0,0
CDL-GK-0286,The total weight of your vehicle and its cargo,0,1
CDL-GK-0286,The steepness of the grade,0,2
CDL-GK-0286,All of the above,1,3
CDL-GK-0287,"you can see better, watching the vehicle's rear from the side window.",1,0
CDL-GK-0287,it's more comfortable for turning your neck.,0,1
CDL-GK-0287,your truck will probably pull toward the driver's side.,0,2
CDL-GK-0287,all of the above are true.,0,3
CDL-GK-0288,Wood,1,0
CDL-GK-0288,Electrical,0,1
CDL-GK-0288,Grease,0,2
CDL-GK-0288,Gasoline,0,3
CDL-GK-0289,Refuse to haul the load,1,0
CDL-GK-0289,Take the placards off the vehicle,0,1
CDL-GK-0289,"Haul the load, but only to the nearest place where a driver with a hazardous materials endorsement can take over",0,2
CDL-GK-0289,"Haul the load, but file a report with the department of transportation after the trip",0,3
CDL-GK-0290,The vehicle pulls to one side when the brake pedal is pressed,0,0
CDL-GK-0290,Stopping action is delayed,0,1
CDL-GK-0290,The brake pedal feels unusual,0,2
CDL-GK-0290,All answers are correct,1,3
CDL-GK-0291,Should be kept as high as possible,0,0
CDL-GK-0291,Can make a vehicle more likely to tip over on curves,1,1
CDL-GK-0291,Is only a problem if the vehicle is overloaded,0,2
CDL-GK-0292,Check for overloads,0,0
CDL-GK-0292,Check for poorly balanced weight,0,1
CDL-GK-0292,Check if cargo is secured,0,2
CDL-GK-0292,All answers are correct,1,3
CDL-GK-0293,Double clutching should not be used when the road is slippery,0,0
CDL-GK-0293,Double clutching should only be used with a heavy load,0,1
CDL-GK-0293,You can use the tachometer to tell you when to shift,1,2
CDL-GK-0294,The total weight of single vehicle,0,0
CDL-GK-0294,The total weight of single plus load,0,1
CDL-GK-0294,The total weight of a powered unit plus trailer(s),0,2
CDL-GK-0294,The total weight of a powered unit plus trailer(s) plus the cargo,1,3
CDL-GK-0295,Many accidents are caused by drivers keeping too much space in front of their vehicles,0,0
CDL-GK-0295,Smaller vehicles require more space to stop than larger ones,0,1
CDL-GK-0295,When the road is slippery you should keep more space in front of your vehicle,1,2
CDL-GK-0296,Stop driving and park where it is safe to do so,1,0
CDL-GK-0296,Downshift to stop,0,1
CDL-GK-0296,Apply the brakes often to keep the linings dry,0,2
CDL-GK-0297,"When you downshift for a curve, you should do so before you enter the curve",1,0
CDL-GK-0297,"When you downshift for a hill, you should do so after you start down the hill",0,1
CDL-GK-0297,"When double clutching, you should let the RPM's decrease while the clutch is released, and the shift lever is in neutral",0,2
CDL-GK-0298,Slide sideways and spin out,0,0
CDL-GK-0298,Go straight ahead but will turn if you turn the steering wheel,0,1
CDL-GK-0298,Go straight ahead even if the steering wheel is turned,1,2
CDL-GK-0299,There is no need to worry about engine overheating when the weather is very cold,0,0
CDL-GK-0299,Windshield washer antifreeze should be added to the washer reservoir,1,1
CDL-GK-0299,Exhaust system leaks are less dangerous in cold weather,0,2
CDL-GK-0299,"In snowstorms, wiper blades should be adjusted so that they do not make direct contact with the windshield",0,3
CDL-GK-0300,Robotics,0,0
CDL-GK-0300,"Exhaust, electrical, hydraulics, and engine",1,1
CDL-GK-0300,Brake system,0,2
CDL-GK-0301,Use a smaller following distance,0,0
CDL-GK-0301,Apply the brakes during turns,0,1
CDL-GK-0301,Slow down gradually,1,2
CDL-GK-0301,All the above,0,3
CDL-GK-0302,Steering that feels heavy,0,0
CDL-GK-0302,A loud bang,0,1
CDL-GK-0302,Vibration,0,2
CDL-GK-0302,All answers are correct,1,3
CDL-GK-0303,"If a hill or curve keeps drivers behind you from seeing the vehicle within 500 feet, the rear reflective triangle should be moved back down the road to give adequate warning",1,0
CDL-GK-0303,You do not need to put out reflective triangles unless the vehicle will be stopped for 30 minutes or more,0,1
CDL-GK-0303,The vehicles taillights should be kept on warning other drivers,0,2
CDL-GK-0304,Drive slowly,0,0
CDL-GK-0304,Turn on you flashers / hazard lights,0,1
CDL-GK-0304,Use your brake lights to warn drivers behind you,0,2
CDL-GK-0304,All answers are correct,1,3
CDL-GK-0305,Recognizing possible overloads,0,0
CDL-GK-0305,Ensuring the freshness of sealed cargo,1,1
CDL-GK-0305,Making sure that cargo is properly secured,0,2
CDL-GK-0305,Inspecting the cargo,0,3
CDL-GK-0306,Moving van,0,0
CDL-GK-0306,Lowboy,0,1
CDL-GK-0306,Car carrier,0,2
CDL-GK-0306,All of the above,1,3
CDL-GK-0307,frequent changes of speed.,1,0
CDL-GK-0307,purposely blocking another vehicle from changing lanes.,0,1
CDL-GK-0307,purposely straddling two lanes of traffic.,0,2
CDL-GK-0308,They are used to stop vehicles that lose their brakes on downhill grades,0,0
CDL-GK-0308,They are designed to prevent injury to drivers and passengers,0,1
CDL-GK-0308,They protect equipment and cargo from severe damage,0,2
CDL-GK-0308,All answers are correct and true,1,3
CDL-GK-0309,Every three hours or 150 miles,0,0
CDL-GK-0309,Within the first 50 miles,0,1
CDL-GK-0309,After each break you take,0,2
CDL-GK-0309,All of the above,1,3
CDL-GK-0310,the same maximum axle weight for any axle spacing.,0,0
CDL-GK-0310,less maximum axle weight for axles that are close together.,1,1
CDL-GK-0310,less maximum axle weight for axles that are far apart.,0,2
CDL-GK-0311,You can sober up in less time.,0,0
CDL-GK-0311,Judgment and self-control are affected.,1,1
CDL-GK-0311,You see more clearly how alcohol is affecting you.,0,2
CDL-GK-0312,The legal maximum weight allowed by a state can be considered safe for all driving conditions,0,0
CDL-GK-0312,Slight overloading of a vehicle can make its brakes work better,0,1
CDL-GK-0312,State laws dictate legal weight limits,1,2
CDL-GK-0312,"If the shipper loads cargo, the driver is not responsible for overloading",0,3
CDL-GK-0313,It wears brake linings,0,0
CDL-GK-0313,Disconnecting steering axle brakes will help keep your vehicle in a straight-line during emergency braking,0,1
CDL-GK-0313,"If the wheels are skidding, you cannot control the vehicle",1,2
CDL-GK-0314,They must be no more than 15 inches above the ground when the vehicle is completely unloaded.,0,0
CDL-GK-0314,It depends on the state.,1,1
CDL-GK-0314,They must be no more than 8 inches above the ground when the vehicle is fully loaded.,0,2
CDL-GK-0315,off-tracking.,1,0
CDL-GK-0315,hydroplaning.,0,1
CDL-GK-0315,fishtailing.,0,2
CDL-GK-0316,Driving in the snow,0,0
CDL-GK-0316,When you hit a pothole,0,1
CDL-GK-0316,When the tires skim over the road surface,1,2
CDL-GK-0317,stop and make sure if you aren't certain that a clearance is high enough.,1,0
CDL-GK-0317,assume all clearances are high enough.,0,1
CDL-GK-0317,not worry about the height clearance as long as you stay on state or federal highways.,0,2
CDL-GK-0318,height.,0,0
CDL-GK-0318,body weight.,1,1
CDL-GK-0318,age.,0,2
CDL-GK-0319,help prevent skids and reduce brake wear.,0,0
CDL-GK-0319,apply extra braking power to the non-drive axles.,0,1
CDL-GK-0319,help slow the vehicle while driving and reduce brake wear.,1,2
CDL-GK-0320,Multi-speed rear axles,0,0
CDL-GK-0320,Auxiliary transmissions,0,1
CDL-GK-0320,Both of the above,1,2
CDL-GK-0321,Engine oil level,0,0
CDL-GK-0321,Valve clearance,1,1
CDL-GK-0321,Condition of belts and hoses,0,2
CDL-GK-0322,Move the vehicle slowly and see if it stops when the brake is applied,0,0
CDL-GK-0322,Measure the free play in the pedal with a ruler,0,1
CDL-GK-0322,"With the vehicle stopped, pump the pedal three times; apply firm pressure for 5 seconds, then hold and see if the pedal moves",1,2
CDL-GK-0323,Short circuits and loose connections,1,0
CDL-GK-0323,Spilled fuel cleaned up quickly and properly,0,1
CDL-GK-0323,Driver smoking in a rest area,0,2
CDL-GK-0323,Flammable cargo with proper ventilation,0,3
CDL-GK-0324,outrun you.,0,0
CDL-GK-0324,stop faster than you.,1,1
CDL-GK-0324,make turns faster than you.,0,2
CDL-GK-0325,As far ahead as you can see,0,0
CDL-GK-0325,1 block,1,1
CDL-GK-0325,2 blocks,0,2
CDL-GK-0326,Underinflated tires and duals that touch,1,0
CDL-GK-0326,Tight turns and gravel roads,0,1
CDL-GK-0326,Driver smoking and following too close,0,2
CDL-GK-0327,You should review it during your pre-trip inspection.,1,0
CDL-GK-0327,It doesn't have to be reviewed.,0,1
CDL-GK-0327,You should review it once a week.,0,2
CDL-GK-0328,Stop and direct traffic around it.,0,0
CDL-GK-0328,Steer around it when it is safe to do so,1,1
CDL-GK-0328,Brake hard to avoid hitting it,0,2
CDL-GK-0329,Starting up a hill and finishing a curve,0,0
CDL-GK-0329,Starting down a hill and finishing a curve,0,1
CDL-GK-0329,Starting down a hill and entering a curve,1,2
CDL-GK-0329,Starting up a hill and entering a curve,0,3
CDL-GK-0330,Turning too sharply,0,0
CDL-GK-0330,Not enough weight on the front axle,0,1
CDL-GK-0330,Over acceleration,0,2
CDL-GK-0330,All answers are correct,1,3
CDL-GK-0331,Straight ahead,0,0
CDL-GK-0331,To the right side of the road,0,1
CDL-GK-0331,To the left side of the road,0,2
CDL-GK-0331,"Back and forth, near and far",1,3
CDL-GK-0332,"If your engine overheats within 20 miles of the end of your trip, you should complete the trip and then check the problem",0,0
CDL-GK-0332,You should never shut off an overheated engine until it cools,0,1
CDL-GK-0332,You should never remove the radiator cap on a pressurized system,1,2
CDL-GK-0332,Antifreeze is not needed when the weather is warm,0,3
CDL-GK-0333,used to get out of a burning truck.,0,0
CDL-GK-0333,used to stop runaway vehicles.,1,1
CDL-GK-0333,for combination vehicles only.,0,2
CDL-GK-0334,near; lower,1,0
CDL-GK-0334,below; higher,0,1
CDL-GK-0334,above; lower,0,2
CDL-GK-0335,Carbon dioxide,0,0
CDL-GK-0335,Water,0,1
CDL-GK-0335,Dry chemical,1,2
CDL-GK-0336,"Brake shoes must not be worn dangerously thin, missing, or broken.",0,0
CDL-GK-0336,"Brake pads should not have oil, grease, or brake fluid on them.",0,1
CDL-GK-0336,Both of the above are correct.,1,2
CDL-GK-0337,Trucks with a high center of gravity can stop faster.,0,0
CDL-GK-0337,Trucks with a high center of gravity can roll over at the posted speed limit for a curve.,1,1
CDL-GK-0337,Trucks with a high center of gravity can get stuck on railroad tracks.,0,2
CDL-GK-0338,1/3,1,0
CDL-GK-0338,1/2,0,1
CDL-GK-0338,2/3,0,2
CDL-GK-0339,Total weight of a single vehicle,0,0
CDL-GK-0339,Total weight of a single vehicle plus its load,1,1
CDL-GK-0339,Both above,0,2
CDL-GK-0339,No answers are correct,0,3
CDL-GK-0340,You should inspect your tires more often because they are more likely to fail,1,0
CDL-GK-0340,If a tire it is too hot to touch you should drive on it to cool it off,0,1
CDL-GK-0340,Recapped tires are less likely to fail in hot weather than new tires,0,2
CDL-GK-0341,High center of gravity,0,0
CDL-GK-0341,Danger of load surge,0,1
CDL-GK-0341,High center of gravity and danger of load surge,1,2
CDL-GK-0341,No answers are correct,0,3
CDL-GK-0342,Every 1/4 mile,0,0
CDL-GK-0342,Every 8 to 10 seconds,1,1
CDL-GK-0342,When turning or changing lanes,0,2
CDL-GK-0343,"Check if your vehicle was manufactured after March 1, 1998. (Such vehicles are required to have the panel light.)",0,0
CDL-GK-0343,Check for a yellow ABS malfunction lamp on the instrument panel.,0,1
CDL-GK-0343,Look for wheel speed sensor wires that are coming from the rear of your brakes.,0,2
CDL-GK-0343,All of the above can work.,1,3
CDL-GK-0344,slide sideways and spin out.,0,0
CDL-GK-0344,go straight ahead even if the steering wheel is turned.,1,1
CDL-GK-0344,go to the right.,0,2
CDL-GK-0345,500 feet.,1,0
CDL-GK-0345,300 feet.,0,1
CDL-GK-0345,400 feet.,0,2
CDL-GK-0346,Try to get your vehicle to the side of the road.,0,0
CDL-GK-0346,"If you're stopping to help, park away from the accident.",0,1
CDL-GK-0346,Both of the above are correct,1,2
CDL-GK-0347,You need to be in the same gear at the bottom of the hill.,0,0
CDL-GK-0347,You will not be able to shift into a lower gear once you are going down a hill.,1,1
CDL-GK-0347,The clutch is made to be used on even surfaces.,0,2
CDL-GK-0348,turn on your parking lights.,0,0
CDL-GK-0348,watch for sharp pavement drop-offs.,1,1
CDL-GK-0348,reduce speed only if workers are close to the roadway.,0,2
CDL-GK-0349,turn the wheel sharply for all turns.,0,0
CDL-GK-0349,adjust to conditions while driving.,1,1
CDL-GK-0349,brake hard at all stops.,0,2
CDL-GK-0350,Slow down to prevent a crash.,0,0
CDL-GK-0350,Signal and change lanes to avoid the car if possible.,0,1
CDL-GK-0350,Honk and stay close behind the car.,1,2
CDL-GK-0350,Both A and B.,0,3
CDL-GK-0351,to the front.,0,0
CDL-GK-0351,to the rear.,0,1
CDL-GK-0351,balanced in the cargo area.,1,2
CDL-GK-0352,Have a drink to calm your nerves.,0,0
CDL-GK-0352,Set out warning devices to keep other vehicles from running into the accident scene.,1,1
CDL-GK-0352,"Leave your vehicle, do nothing, and get to higher ground.",0,2
CDL-GK-0352,Stay in your vehicle and do nothing until help arrives.,0,3
CDL-GK-0353,The drinker clearly sees how alcohol is affecting them,0,0
CDL-GK-0353,The effects of alcohol decreases,0,1
CDL-GK-0353,The person becomes more dangerous if allowed to drive,1,2
CDL-GK-0353,The drinker can sober up in less time,0,3
CDL-GK-0354,Only occurs when there is a lot of water,0,0
CDL-GK-0354,Only occurs at speeds above 50 mph,0,1
CDL-GK-0354,Cannot occur when driving through a puddle,0,2
CDL-GK-0354,Is more likely if tire pressure is low,1,3
CDL-GK-0355,Increase stopping distance,0,0
CDL-GK-0355,Tip over,1,1
CDL-GK-0355,Increase speed going downhill,0,2
CDL-GK-0355,No answers are correct,0,3
CDL-GK-0356,"If cargo in a van or a box trailer catches on fire, you should open the cargo doors as soon as you can",0,0
CDL-GK-0356,"If your engine is on fire, you should open the hood as soon as you can",0,1
CDL-GK-0356,"If a trailer is on fire, you should drive fast to put out the flames",0,2
CDL-GK-0356,A burning tire must be cooled,1,3
CDL-GK-0357,10 feet of cargo,1,0
CDL-GK-0357,12 feet of cargo,0,1
CDL-GK-0357,15 feet of cargo,0,2
CDL-GK-0358,Note the problem and continue your route,0,0
CDL-GK-0358,Go home because shouldn't drive the vehicle this way,0,1
CDL-GK-0358,Report the problem and arrange for another vehicle to use,1,2
CDL-GK-0358,No answers are correct,0,3
CDL-GK-0359,Overloading can damage vehicle,0,0
CDL-GK-0359,Other highway users can hit or be hit by loose cargo,0,1
CDL-GK-0359,Loose cargo can cause injury to the driver or passengers during a quick stop or crash,0,2
CDL-GK-0359,All answers are correct are true,1,3
CDL-GK-0360,30 mph,0,0
CDL-GK-0360,35 mph,1,1
CDL-GK-0360,40 mph,0,2
CDL-GK-0361,During bad weather; in mountains,1,0
CDL-GK-0361,At night; in heavy traffic,0,1
CDL-GK-0361,Through tunnels; over bridges,0,2
CDL-GK-0362,"Watch gauges and mirrors and use your senses to check for problems: LOOK, LISTEN, and SMELL.",1,0
CDL-GK-0362,Check your maps and directions and the weather report.,0,1
CDL-GK-0362,Check load stability by slightly swerving left to right in your lane.,0,2
CDL-GK-0363,control of the vehicle.,1,0
CDL-GK-0363,the engine warm.,0,1
CDL-GK-0363,the engine oil flowing.,0,2
CDL-GK-0364,Pull off the road and get some sleep.,1,0
CDL-GK-0364,Open the windows for some fresh air.,0,1
CDL-GK-0364,Drink a cup of coffee.,0,2
CDL-GK-0364,Drink energy drinks.,0,3
CDL-GK-0365,Oil,0,0
CDL-GK-0365,Air,1,1
CDL-GK-0365,Temp,0,2
CDL-GK-0366,2 seconds,0,0
CDL-GK-0366,3 seconds,0,1
CDL-GK-0366,4 seconds,1,2
CDL-GK-0367,"The term ""tank vehicle"" refers only to those vehicles having a permanently attached tank.",0,0
CDL-GK-0367,Special skills are required to haul liquid tanks.,1,1
CDL-GK-0367,All tank vehicles have some sort of bulkhead or baffle.,0,2
CDL-GK-0368,Tire fires,1,0
CDL-GK-0368,Gasoline fires,0,1
CDL-GK-0368,Electrical fires,0,2
CDL-GK-0369,Tire damage,1,0
CDL-GK-0369,Mechanical damage,0,1
CDL-GK-0369,Damage to the coupling,0,2
CDL-GK-0370,Shift up.,1,0
CDL-GK-0370,Pump the brakes.,0,1
CDL-GK-0370,Use the parking or emergency brake.,0,2
CDL-HZ-0001,9,1,0
CDL-HZ-0001,23,0,1
CDL-HZ-0001,24,0,2
CDL-HZ-0002,Dangerous,0,0
CDL-HZ-0002,Poison/ inhalation hazard,1,1
CDL-HZ-0002,Flammable,0,2
CDL-HZ-0003,The shipper's loading foreman is present,0,0
CDL-HZ-0003,The explosives have been placed at least 200 feet away from the vehicles and occupied buildings,1,1
CDL-HZ-0003,At least 30 minutes have passed,0,2
CDL-HZ-0004,The shipper is a private carrier carrying his or her own product,1,0
CDL-HZ-0004,The shipment is a hazardous waste,0,1
CDL-HZ-0004,The driver is given a sealed cargo compartment,0,2
CDL-HZ-0005,Signal fires,0,0
CDL-HZ-0005,Reflective triangles,1,1
CDL-HZ-0005,Flares or fusees,0,2
CDL-HZ-0006,A placard flammable at 1000 pounds,0,0
CDL-HZ-0006,A placard blasting agent at any amount,0,1
CDL-HZ-0006,A placard corrosive at 1001 pounds,1,2
CDL-HZ-0007,Is another way of writing the weight of the package.,0,0
CDL-HZ-0007,Tells the degree of control needed during transportation,1,1
CDL-HZ-0007,Is something that only the shipper needs to worry about,0,2
CDL-HZ-0008,Must be signed and carried by anyone transporting a hazardous waste,1,0
CDL-HZ-0008,Is the same as any other shipping paper,0,1
CDL-HZ-0008,Is required only if there is a loss of cargo during transport,0,2
CDL-HZ-0009,It is ok to ship this material by air only,0,0
CDL-HZ-0009,There are no restrictions with this material if shipped by water only,0,1
CDL-HZ-0009,This material has no restrictions when shipped by air and/or water,0,2
CDL-HZ-0009,This material is only restricted when shipped by air and/or water,1,3
CDL-HZ-0010,Only when filling a trailer with explosives,0,0
CDL-HZ-0010,Only when unloading a cargo tank filled with any flammable liquid,0,1
CDL-HZ-0010,"When filling or unloading any flammable liquid tank, ground must be maintained until filling hole is properly closed",1,2
CDL-HZ-0011,10,0,0
CDL-HZ-0011,50,1,1
CDL-HZ-0011,25,0,2
CDL-HZ-0012,The carrier's insurance policy,0,0
CDL-HZ-0012,The written route plan,1,1
CDL-HZ-0012,Both above,0,2
CDL-HZ-0013,In an emergency,1,0
CDL-HZ-0013,When the fire department is there,0,1
CDL-HZ-0013,You should never make a transfer,0,2
CDL-HZ-0014,Any other hazardous material,0,0
CDL-HZ-0014,Nothing,0,1
CDL-HZ-0014,You can't haul a forbidden cargo,1,2
CDL-HZ-0015,250 mm oval,0,0
CDL-HZ-0015,250 mm  diamond,0,1
CDL-HZ-0015,at least a 250 mm square or diamond,1,2
CDL-HZ-0016,Never use hooks or other metal tools,1,0
CDL-HZ-0016,Keep bystanders 100 feet away,0,1
CDL-HZ-0016,Double wrap wet boxes in plastic to prevent staining,0,2
CDL-HZ-0017,The name and address of shipper or co-signee,0,0
CDL-HZ-0017,The hazardous materials shipping name and identification number,0,1
CDL-HZ-0017,The required label,0,2
CDL-HZ-0017,All the answers are correct,1,3
CDL-HZ-0018,Are equipped with fire sprinklers,0,0
CDL-HZ-0018,Have legal total limit of a nonflammable material,0,1
CDL-HZ-0018,Can safely pass the fire without stopping,1,2
CDL-HZ-0019,Non-hazardous material,1,0
CDL-HZ-0019,Reportable quantity of a hazardous substance,0,1
CDL-HZ-0019,Hazardous waste,0,2
CDL-HZ-0020,International transportation,1,0
CDL-HZ-0020,Invalid substance,0,1
CDL-HZ-0020,International restrictions,0,2
CDL-HZ-0021,Keep driving slowly and cautiously until you reach a phone.,0,0
CDL-HZ-0021,Send someone for help with all the necessary information.,1,1
CDL-HZ-0021,Keep driving for help as quickly as possible.,0,2
CDL-HZ-0021,Leave your truck parked with its emergency lights on and walk for help.,0,3
CDL-HZ-0022,On the driver's seat whenever you are out of the vehicle,1,0
CDL-HZ-0022,In a fireproof pouch under the passenger seat while you are driving,0,1
CDL-HZ-0022,In a locked glove compartment whenever you are out of the vehicle,0,2
CDL-HZ-0022,In a fireproof pouch under the driver's seat that you can reach while you are driving,0,3
CDL-HZ-0023,Class 1 only.,0,0
CDL-HZ-0023,Class 4.2 only.,0,1
CDL-HZ-0023,"Classes 1, 2, 3, or 4.",1,2
CDL-HZ-0023,Class 5.2 only.,0,3
CDL-HZ-0024,To give people something interesting to look at while they drive,0,0
CDL-HZ-0024,To warn those with children to drive in another lane,0,1
CDL-HZ-0024,To force other drivers to stay 20 feet away in every direction,0,2
CDL-HZ-0024,To communicate risk,1,3
CDL-HZ-0025,Inform someone and do not load the battery acid.,1,0
CDL-HZ-0025,Make sure the battery acid is loaded on top of the silver cyanide.,0,1
CDL-HZ-0025,Make sure the silver cyanide is loaded on top of the battery acid.,0,2
CDL-HZ-0025,Make sure there is plenty of space between the two.,0,3
CDL-HZ-0026,on a temporary license plate holder and on the steering wheel.,0,0
CDL-HZ-0026,on the back of the truck and inside the glove compartment.,0,1
CDL-HZ-0026,on all bulk packaging and on the cargo tanks.,1,2
CDL-HZ-0026,on the gas tank and on a sticker in the glove compartment.,0,3
CDL-HZ-0027,Prevent smoking and keep open flames away.,0,0
CDL-HZ-0027,Keep people away and warn them of danger.,0,1
CDL-HZ-0027,Do both of the above.,1,2
CDL-HZ-0028,"The shipper, all carriers, and the receiver",1,0
CDL-HZ-0028,The shipper and the receiver,0,1
CDL-HZ-0028,The shipper and the first carrier,0,2
CDL-HZ-0029,package different types of hazardous materials for transport.,0,0
CDL-HZ-0029,placard your vehicle.,1,1
CDL-HZ-0029,identify various types of hazardous materials by smell and appearance.,0,2
CDL-HZ-0030,page numbers if the shipping paper has more than one page.,0,0
CDL-HZ-0030,a proper shipping description for each hazardous material and a shipper's certification stating that they prepared the shipment according to the regulations.,0,1
CDL-HZ-0030,both of the above.,1,2
CDL-HZ-0031,1 year,0,0
CDL-HZ-0031,2 years,0,1
CDL-HZ-0031,3 years,1,2
CDL-HZ-0031,4 years,0,3
CDL-HZ-0032,Material listed on that line in the largest part of the shipment,0,0
CDL-HZ-0032,Entry refers to the materials that must be top loaded,0,1
CDL-HZ-0032,Shipment is regulated by hazardous material regulations,1,2
CDL-HZ-0033,Keep people away and warn them of the danger,0,0
CDL-HZ-0033,Prevent smoking and keep open flames away,0,1
CDL-HZ-0033,All answers are correct,1,2
CDL-HZ-0034,Oval,0,0
CDL-HZ-0034,Rectangle,0,1
CDL-HZ-0034,Diamond,1,2
CDL-HZ-0035,Explosives,0,0
CDL-HZ-0035,Oxidizers,0,1
CDL-HZ-0035,Flammables,0,2
CDL-HZ-0035,All the answers are correct,1,3
CDL-HZ-0036,Materials hazard class,0,0
CDL-HZ-0036,Amount being shipped,0,1
CDL-HZ-0036,All the answers are correct,1,2
CDL-HZ-0037,"Material has an insurance value of over $1,000",0,0
CDL-HZ-0037,Material is in a package containing no other materials,0,1
CDL-HZ-0037,Carrier must report any spill of this material,1,2
CDL-HZ-0038,Gases,0,0
CDL-HZ-0038,"Identifies the proper shipping name for which one or more technical names of the hazardous material must be entered in parentheses, along with the basic description",1,1
CDL-HZ-0038,Identifies the proper shipping name,0,2
CDL-HZ-0039,5 to 10 feet,0,0
