external_id,license_code,state_code,category_code,text,explanation,image_name,difficulty,lang
CDL-GK-0211,cdl,,general_knowledge,How long does it take a typical tractor-trailer to clear a double railroad track?,It takes a typical tractor-trailer unit at least 14 seconds to clear a single track and more than 15 seconds to clear a double track.,,1,en
CDL-GK-0212,cdl,,general_knowledge,What is the definition of a hazard?,"A hazard is any road condition or other road user (driver, bicyclist, pedestrian) that is a possible danger.",,1,en
CDL-GK-0213,cdl,,general_knowledge,"To maintain alertness on your trips, you should","Preventing drowsiness before a trip: Get adequate sleep (8 to 9 hours), prepare route, , schedule trips for the hours you are normally awake, drive with a passenger, avoid medications that cause drowsiness.",,1,en
CDL-GK-0214,cdl,,general_knowledge,Where should you place your warning devices if you must stop on a one-way road or divided highway?,"If you must stop on or by a one-way or divided highway, place warning devices 10 feet, 100 feet, and 200 feet toward the approaching traffic.",,1,en
CDL-GK-0215,cdl,,general_knowledge,Letting the air out of hot tires,Air pressure increases with temperature. Do not let air out or the pressure will be too low when the tires cool off.,,1,en
CDL-GK-0216,cdl,,general_knowledge,"If you are traveling at 55 mph in a 30-foot vehicle, you should leave how many seconds of following distance?","One good rule says you need at least one second for each 10 feet of vehicle length at speeds below 40 mph. At greater speeds, you must add 1 second for safety.",,1,en
CDL-GK-0217,cdl,,general_knowledge,You are checking your tires for a pre-trip inspection.  Which of these statements is true?,"Tire problems include: too much or too little air pressure, bad wear, at least 4/32-inch tread depth on front tires, 2/32 inch on all other tires, no fabric should show through the tread or sidewall, cuts or other damage, tread separation, dual tires that come in contact with each other or parts of the vehicle, mismatched sizes, radial and bias-ply tires used together.",,1,en
CDL-GK-0218,cdl,,general_knowledge,"To give adequate warning when passing someone, you should?","Whenever you are about to pass a vehicle, pedestrian, or bicyclist, assume they don't see you. They could suddenly move in front of you. When it is legal, tap the horn lightly or, at night, flash your lights from low to high beam and back.",,1,en
CDL-GK-0219,cdl,,general_knowledge,The purpose of a baffle is to:,Baffled liquid tanks have bulkheads in them with holes that let the liquid flow through. The baffles help to control the forward and backward liquid surge. Side-to-side surge can still occur.,,1,en
CDL-GK-0220,cdl,,general_knowledge,Which of these statements about staying alert is true?,"If you are drowsy, the only safe cure is to get off the road and get some sleep. If you don't, you risk your life and the lives of others.",,1,en
CDL-GK-0221,cdl,,general_knowledge,Which of these items is checked in a pre-trip inspection?,"During the pre-trip inspection the lights and covers need to be working and clean, wiper blades in good condition, and the cargo needs to be secured.",,1,en
CDL-GK-0222,cdl,,general_knowledge,Brake fade:,"Brake fade results from excessive heat causing chemical changes in the brake lining, which reduce friction, and also causing expansion of the brake drums",,1,en
CDL-GK-0223,cdl,,general_knowledge,Retarders:,"When your drive wheels have poor traction, the retarder may cause them to skid. Therefore, you should turn the retarder off whenever the road is wet, icy, or snow covered.",,1,en
CDL-GK-0224,cdl,,general_knowledge,The first step to take if your vehicle catches fire while driving is:,"The first step is to get the vehicle off the road and stop. In doing so: park in an open area, away from buildings, trees, brush, other vehicles, or anything that might catch fire. Don't pull into a service station!",,1,en
CDL-GK-0225,cdl,,general_knowledge,"You are driving in the right lane of a four-lane undivided road, you come over a hill and find a car stopped ahead in your lane. You do not have room to stop, and the hill blocks your view to the rear. Which of these is most likely the best action to take?","If the shoulder is clear, going right may be best. No one is likely to be driving on the shoulder, but someone may be passing you on the left. You will know if you have been using your mirrors. If you are blocked on both sides, a move to the right may be best. At least you won't force anyone into an opposing traffic lane and a possible head-on collision.",,1,en
CDL-GK-0226,cdl,,general_knowledge,Which of these tell you that cargo contains hazardous materials?,"Shipping papers listing a hazard class, hazardous material labels on the cargo, or placards on the vehicle all show the driver that the load contains hazardous material.",,1,en
CDL-GK-0227,cdl,,general_knowledge,Medical certificates must be renewed every:,"A DOT physical exam is valid for up to 24 months. The medical examiner may also issue a medical examiner's certificate for less than 24 months when it is desirable to monitor a condition, such as high blood pressure.",,1,en
CDL-GK-0228,cdl,,general_knowledge,Which of these statements about overhead clearance is true?,The weight of a cargo van changes its height. An empty van is higher than a loaded one. That you got under a bridge when you were loaded does not mean that you can do it when you are empty.,,1,en
CDL-GK-0229,cdl,,general_knowledge,If you are stopped at a roadside rest and found to have a BAC or blood alcohol concentration of .02 you will:,You will be put out-of-service for 24 hours if you have any detectable amount of alcohol under .04%.,,1,en
CDL-GK-0230,cdl,,general_knowledge,"You should avoid driving through deep puddles or flowing water. But if you must, which of these steps can help keep your brakes working?","Gently put on the brakes. This presses linings against brake drums or discs and keeps mud, silt, sand, and water from getting in.",,1,en
CDL-GK-0231,cdl,,general_knowledge,Which of these describes how you should use the brake pedal on a steep downhill grade?,"Once the vehicle is in the proper low gear, the following are the proper braking techniques: Apply the brakes just hard enough to feel a definite slowdown, when your speed has been reduced to approximately five mph below your ""safe"" speed, release the brakes. When your speed has increased to your ""safe"" speed, repeat.",,1,en
CDL-GK-0232,cdl,,general_knowledge,Which of these statements about backing a heavy vehicle is true?,"Because you cannot see everything behind your vehicle, backing is always dangerous. Avoid backing whenever you can. When you have to back, here are a few simple safety rules: Start in the proper position, look at your path, use mirrors on both sides, back slowly, back and turn toward the driver's side whenever possible, and use a helper with clear hand signals whenever possible.",,1,en
CDL-GK-0233,cdl,,general_knowledge,An en-route inspection should include checking:,"For an en-route Inspection. Check the, tires, wheels, and truck body for signs of heat whenever you stop during a trip. Also check for cargo securement at each stop.",,1,en
CDL-GK-0234,cdl,,general_knowledge,"To avoid a crash, you had to drive onto the right shoulder. You are now driving at 40 mph on the shoulder. How should you move back onto the pavement?","If the shoulder is clear, stay on it until your vehicle has come to a stop. Signal and check your mirrors before pulling back onto the road.",,1,en
CDL-GK-0235,cdl,,general_knowledge,What is average effective braking distance time?,"Braking distance is the distance your vehicle will travel, in ideal conditions; while you are braking. At 55 mph on dry pavement with good brakes, it can take about 216 feet.",,1,en
CDL-GK-0236,cdl,,general_knowledge,Overloading can have a bad effect on?,"Overloading can have bad effects on steering, braking, and speed control. Overloaded trucks have to go very slowly on upgrades, and they may gain too much speed on downgrades. Stopping distance increases. Brakes can fail when forced to work too hard.",,1,en
CDL-GK-0237,cdl,,general_knowledge,"""Reaction distance"" is the distance traveled from the time:",¾ second to 1 second. At 55 mph this accounts for 61 feet traveled.,,1,en
CDL-GK-0238,cdl,,general_knowledge,Controlled braking:,"Controlled Braking: applying the brakes as hard as you can without locking the wheels. Keep steering wheel movements very small while doing this. If you need to make a larger steering adjustment or if the wheels lock, release the brakes, brakes should only be locked for a short period of time. Re-apply the brakes as soon as you can.",,1,en
CDL-GK-0239,cdl,,general_knowledge,"You are starting your vehicle in motion from a stop, as you apply power to the drive wheels they start to spin. You should:","Skids caused by acceleration usually happen on ice or snow. Taking your foot off the accelerator can easily stop them. If it is very slippery, push the clutch in. Otherwise, the engine can keep the wheels from rolling freely and regaining traction.",,1,en
CDL-GK-0240,cdl,,general_knowledge,Where should your ignition key be during your pre-trip inspection?,"Make sure the parking brake is set, turn off the engine, and take the key with you when you are not in the cab during your vehicle inspection.",,1,en
CDL-GK-0241,cdl,,general_knowledge,"When driving in fog, you should be going?","You should always be able to stop within the distance you can see ahead. Fog, rain, or other conditions may require that you slowdown to be able to stop in the distance you can see.",,1,en
CDL-GK-0242,cdl,,general_knowledge,Which of these is a good rule to follow when steering to avoid a crash?,"Do not turn any more than needed to clear whatever is in your way. The more sharply you turn, the greater the chances of a skid or rollover.",,1,en
CDL-GK-0243,cdl,,general_knowledge,Every time you park your vehicle and shut the engine off you should:,Never leave your vehicle unattended without applying the parking brakes or chocking the wheels. Your vehicle might roll away and cause injury and damage,,1,en
CDL-GK-0244,cdl,,general_knowledge,Which item below lists almost all or all the emergency equipment that is required on a school bus?,"In addition to checking for spare electrical fuses (if equipped), three red reflective triangles, and a properly charged and rated fire extinguisher, a school bus must also have: emergency kit, and  body fluid cleanup kit",,1,en
CDL-GK-0245,cdl,,general_knowledge,The key principle in balancing cargo weight is to keep the load:,"As part of your vehicle inspection, make sure the truck is not overloaded and the cargo is balanced and secured properly.",,1,en
CDL-GK-0246,cdl,,general_knowledge,Which of these can help you stay alert while driving?,"To maintain alertness while driving: protect yourself from glare and eyestrain with sunglasses, keep cool, avoid heavy foods, be aware of down time during the day, have another person ride with you, take periodic breaks, or stop driving and get some rest or take a nap.",,1,en
CDL-GK-0247,cdl,,general_knowledge,"When checking the bus seats, what are you looking for?","The seats must be safe for riders. All seats must be securely fastened to the bus, and not lose or missing.",,1,en
CDL-GK-0248,cdl,,general_knowledge,You are checking your steering and exhaust systems for a pre-trip inspection. Which of these statements is true?,Steering wheel play of more than 10 degrees (approximately 2 inches movement at the rim of a 20-inch steering wheel) can make it hard to steer.,,1,en
CDL-GK-0249,cdl,,general_knowledge,"If you have a hazardous fire, you should?","When you discover a fire, call for help. You may use the fire extinguisher to keep minor truck fires from spreading to cargo before firefighters arrive.",,1,en
CDL-GK-0250,cdl,,general_knowledge,Blocking your cargo to keep it from sliding must be done:,"Blocking is used in the front, back, and/or sides of a piece of cargo to keep it from sliding. Blocking is shaped to fit snugly against cargo. It is secured to the cargo deck to prevent cargo movement.",,1,en
CDL-GK-0251,cdl,,general_knowledge,You should use your mirrors to check:,"If you're carrying open cargo, you can use the mirrors to check it. Special situations require more than regular mirror checks including; lane changes, turns, merges, and tight maneuvers. Use your mirrors to make sure the gap in traffic is large enough for you to enter safely.",,1,en
CDL-GK-0252,cdl,,general_knowledge,"For your safety, when setting out reflective triangles you should:","When putting out the triangles, hold them between yourself and the oncoming traffic for your own safety, so other drivers can see you.",,1,en
CDL-GK-0253,cdl,,general_knowledge,What is the average perception distance?,¾ seconds. At 55 mph this accounts for 142 feet traveled.,,1,en
CDL-GK-0254,cdl,,general_knowledge,Which of these pieces of emergency equipment should always be carried in your vehicle?,"Vehicles must be equipped with emergency equipment: Fire extinguisher, spare electrical fuses unless the vehicle is equipped with circuit breakers, and warning devices for parked vehicles.",,1,en
CDL-GK-0255,cdl,,general_knowledge,Which of these statements about accelerating is true?,"Speed up smoothly and gradually so the vehicle does not jerk. Rough acceleration can cause mechanical damage. When pulling a trailer, rough acceleration can damage the coupling.",,1,en
CDL-GK-0256,cdl,,general_knowledge,The most important reason for being alert to hazards is so:,"You look for the hazards in order to have time to plan a way out of any emergency. When you see a hazard, think about the emergencies that could develop and figure out what you would do.",,1,en
CDL-GK-0257,cdl,,general_knowledge,Which of these statements about downshifting for a long downhill grade is true?,The use of brakes on a long and/or steep downgrade is only a supplement to the braking effect of the engine.,,1,en
CDL-GK-0258,cdl,,general_knowledge,"Whether you load and secure your load yourself, you are responsible for:","As part of your Vehicle inspection, make sure the truck is not overloaded and the cargo is balanced and secured properly.",,1,en
CDL-GK-0259,cdl,,general_knowledge,Cargo inspections:,"Re-check the cargo and securing devices as often as necessary during a trip to keep the load secure. You need to inspect again: after you have driven for 3 hours or 150 miles, and after every break you take during driving.",,1,en
CDL-GK-0260,cdl,,general_knowledge,Which of these will help keep an engine cool in hot weather?,"Do a normal Vehicle inspection but pay special attention to the following items: tires, engine oil, engine coolant, engine belts, and hoses. High speeds create more heat for tires and the engine. In desert conditions the heat may build up to the point where it is dangerous.",,1,en
CDL-GK-0261,cdl,,general_knowledge,Hazardous materials placards are,"Placards are signs put on the outside of a vehicle that identify the hazard class of the cargo. A placarded vehicle must have at least four identical placards. They are put on the front, rear, and both sides.",,1,en
CDL-GK-0262,cdl,,general_knowledge,The minimum tire tread depth for front tires is,The steering tires must have traction to steer the vehicle. Enough tread is especially important in winter conditions. You must have at least 4/32-inch tread depth in every major groove on front tires and at least 2/32 inch on other tires.,,1,en
CDL-GK-0263,cdl,,general_knowledge,An antilock braking system (ABS) will,ABS is a computerized system that keeps your wheels from locking up during hard brake applications.,,1,en
CDL-GK-0264,cdl,,general_knowledge,Which of the following statements about retarders are correct?,"Retarders help slow a vehicle, reducing the need for using your brakes. When your drive wheels have poor traction, the retarder may cause them to skid. Therefore, you should turn the retarder off whenever the road is wet, icy, or snow covered.",,1,en
CDL-GK-0265,cdl,,general_knowledge,You are driving a heavy vehicle and must exit a highway using an off ramp that curves downhill. You should,"Slow down to a safe speed, and downshift to the right gear before entering the curve. This lets you use some power through the curve to help the vehicle be more stable while turning.",,1,en
CDL-GK-0266,cdl,,general_knowledge,"If you do not have a CB radio, what is the first thing you should do at an accident scene?","The basic steps to be taken at any accident are to: protect the area, notify authorities, care for the injured.",,1,en
CDL-GK-0267,cdl,,general_knowledge,The oil pressure gauge should come up to normal within how long after starting the engine?,Oil pressure. Should come up to normal within seconds after engine is started.,,1,en
CDL-GK-0268,cdl,,general_knowledge,The distance your vehicle travels from the time your eyes see a hazard to the time your brain recognizes it is called _______ distance.,"The distance your vehicle travels, in ideal conditions; from the time your eyes see a hazard until your brain recognizes it is perception distance.",,1,en
CDL-GK-0269,cdl,,general_knowledge,Stab braking should not be used on vehicles with,"In stab braking you deliberately keep locking and unlocking the wheels, and ABS is a computerized system that keeps your wheels from locking up during hard brake applications. Do not use Stab braking with ABS, use controlled braking instead.",,1,en
CDL-GK-0270,cdl,,general_knowledge,When should you downshift an automatic transmission?,You can select a low range to get greater engine braking when going down grades. The lower ranges prevent the transmission from shifting up beyond the selected gear.,,1,en
CDL-GK-0271,cdl,,general_knowledge,"What is a ""pull-up?""","When a driver stops and reverses direction to get a better position while backing, it is scored as a ""pull-up"". Stopping without changing direction does not count as a pull-up.",,1,en
CDL-GK-0272,cdl,,general_knowledge,When must you wear a seat belt?,"Federal regulations require the driver and all passengers in a moving CMV to wear seat belts unless, the vehicle isn't equipped with them.",,1,en
CDL-GK-0273,cdl,,general_knowledge,"When you drive in the mountains, you will have to use lower gears to drive safely down grades. Which of these does NOT affect your choice of gears?","Your most important consideration is to select a speed that is not too fast for the: total weight of the vehicle and cargo, length of the grade, steepness of the grade, road conditions, and weather.",,1,en
CDL-GK-0274,cdl,,general_knowledge,Serious traffic violations that can cause your CDL license to be suspended include,"Serious traffic violations are excessive speeding, reckless driving, improper or erratic lane changes, following a vehicle too closely, traffic offenses committed in a CMV in connection with fatal traffic accidents, etc.",,1,en
CDL-GK-0275,cdl,,general_knowledge,"There are certain types of vehicle inspection, including","Pre-trip occurs before you leave for your trip, En-route occurs during any break you take while driving, and post-trip occurs when your route is finished.",,1,en
CDL-GK-0276,cdl,,general_knowledge,Why should you signal continuously while turning?,Signal continuously. You need both hands on the wheel to turn safely. Don't cancel the signal until you have completed the turn.,,1,en
CDL-GK-0277,cdl,,general_knowledge,You are driving on a two-lane road. An oncoming vehicle drifts into your lane and is headed straight for you. Which of the following should you do?,"If an oncoming driver has drifted into your lane, a move to your right is best. If that driver realizes what has happened, the natural response will be to return to his or her own lane.",,1,en
CDL-GK-0278,cdl,,general_knowledge,Which of these statements is true about causes of vehicle fires?,"The following are some causes of vehicle fires: spilled fuel, improper use of flares, under-inflated tires , duals that touch, short circuits, loose connections, improper fueling, loose fuel connections, flammable cargo, improperly sealed or loaded cargo or with poor ventilation.",,1,en
CDL-GK-0279,cdl,,general_knowledge,What three things related to cargo are the driver's responsibility?,You must make sure the truck is not overloaded and the cargo is balanced and secured before each trip.,,1,en
CDL-GK-0280,cdl,,general_knowledge,What is your most valuable way to see the sides and rear while driving?,It's important to know what's going on behind and to the sides. Check your mirrors regularly. Check more often in special situations.,,1,en
CDL-GK-0281,cdl,,general_knowledge,"When checking lights, you should","Make sure the parking brake is set, turn off the engine, and take the key with you. Turn on headlights (low beams) and four-way emergency flashers and get out of the vehicle.",,1,en
CDL-GK-0282,cdl,,general_knowledge,"On a two-way, two-lane road, if you must stop on a hill, how far back should you place your reflective triangles?","If line of sight view is obstructed due to hill or curve, move the rear-most triangle to a point back down the road (up to 500 feet) so warning is provided.",,1,en
CDL-GK-0283,cdl,,general_knowledge,Name some things you should check on the FRONT of your vehicle during your pre-trip inspection.,"Go to front of vehicle and check that low beams are on and both of the four-way flashers are working, check that high beams, parking, clearance, side-marker, and identification lights work. Turn on right turn signal and start walk-around inspection, then check the left turn.",,1,en
CDL-GK-0284,cdl,,general_knowledge,Which of the following best describes how sleep debt can be paid off?,"If you don't sleep enough, you ""owe"" more sleep to yourself. This debt can only be paid off by sleeping.",,1,en
CDL-GK-0285,cdl,,general_knowledge,How can you avoid wet brake problems?,"Avoid driving through deep puddles or flowing water if possible. If not, you should: slow down and place transmission in a low gear, and gently put on the brakes.",,1,en
CDL-GK-0286,cdl,,general_knowledge,"When you start to drive down a steep downgrade, which of the following should influence your choice of speed?","Your most important consideration is to select a speed that is not too fast for the: total weight of the vehicle and cargo, length of the grade, steepness of the grade, road conditions, and weather.",,1,en
CDL-GK-0287,cdl,,general_knowledge,Always try to back toward the driver's side because,"Back to the driver's side so that you can see better. Backing toward the right side is very dangerous because you can't see as well. If you back and turn toward the driver's side, you can watch the rear of your vehicle by looking out the side window.",,1,en
CDL-GK-0288,cdl,,general_knowledge,On which of the following types of fires should you NOT use a B:C fire extinguisher?,"The B:C type fire extinguisher is designed to work on electrical fires and burning liquids, not on wood.",,1,en
CDL-GK-0289,cdl,,general_knowledge,You do not have a hazardous materials endorsement on your commercial driver's license. You are asked to haul hazardous materials in a placarded vehicle. You should:,"You can drive a vehicle that carries hazardous materials if it does not require placards. If it requires placards, you cannot drive it unless your driver license has the hazardous materials endorsement.",,1,en
CDL-GK-0290,cdl,,general_knowledge,You are testing the stopping action of service brakes on a hydraulic system. Which of these can mean there is a problem?,"With hydraulic systems a delay in braking, spongy or unusual feeling pedal, or pulling to one side or the other can mean there are issues.",,1,en
CDL-GK-0291,cdl,,general_knowledge,The center of gravity of a load:,"When more cargo is piled up in a truck, the ""center of gravity"" moves higher up from the road. The truck becomes easier to turn over.",,1,en
CDL-GK-0292,cdl,,general_knowledge,As part of your pre-trip inspection; you must,"As part of your Vehicle inspection, make sure the truck is not overloaded and the cargo is balanced and secured properly.",,1,en
CDL-GK-0293,cdl,,general_knowledge,Which of these statements about double clutching and shifting is true?,Use either the tachometer or the speedometer and upshift/downshift at the right rpm or road speed.,,1,en
CDL-GK-0294,cdl,,general_knowledge,Gross combination weight rating or GCWR means the following?,"The Gross Combination Weight Rating (GCWR) is the value specified by the manufacturer of the power unit and the towed unit(s), including load,  or any combination thereof.",,1,en
CDL-GK-0295,cdl,,general_knowledge,Which of these statements about managing space is true?,"Remember that when the road is slippery, you need much more space to stop, and should keep more space in front of your vehicle.",,1,en
CDL-GK-0296,cdl,,general_knowledge,"The road you are driving on becomes very slippery due to glare ice, which of these is a good thing to do in such a situation?","If the surface is icy, reduce speed to a crawl and stop driving as soon as you can safely do so.",,1,en
CDL-GK-0297,cdl,,general_knowledge,Which of these statements about downshifting is true?,"Slow down to a safe speed, and downshift to the right gear before entering the curve. This lets you use some power through the curve to help the vehicle be more stable while turning. It also allows you to speed up as soon as you are out of the curve.",,1,en
CDL-GK-0298,cdl,,general_knowledge,If a straight vehicle goes into a front wheel skid it will:,"In a front-wheel skid, the front end tends to go in a straight line regardless of how much you turn the steering wheel. On a very slippery surface, you may not be able to steer around a curve or turn.",,1,en
CDL-GK-0299,cdl,,general_knowledge,Which of these statements about cold weather driving is true?,Use windshield washer antifreeze to prevent freezing of the washer liquid.,,1,en
CDL-GK-0300,cdl,,general_knowledge,Retarders are used by?,"There are four basic types of retarders: exhaust, engine, hydraulic, and electric.",,1,en
CDL-GK-0301,cdl,,general_knowledge,You must drive on a slippery road. Which of these is a good thing to do in such a situation?,"I It will take longer to stop, and it will be harder to turn without skidding, when the road is slippery. Wet roads can double stopping distance at any speed, reduce speed, and slow down gradually on a wet road.",,1,en
CDL-GK-0302,cdl,,general_knowledge,Which of these is a sign of tire failure?,"When driving a loud bang, vibrations, or heavy steering can indicate that a tire has failed.",,1,en
CDL-GK-0303,cdl,,general_knowledge,Which of these statements about marking a stopped vehicle is true?,"If line of sight view is obstructed due to hill or curve, move the rear-most triangle to a point back down the road so warning is provided up to 500 feet.",,1,en
CDL-GK-0304,cdl,,general_knowledge,Which of these is a good driving rule for work zones?,"Driving in work zones require extra care, and because of the workers risking their lives to keep the road in good condition you should drive slowly, use your hazards, and use your brake lights as communication devices.",,1,en
CDL-GK-0305,cdl,,general_knowledge,"To transport cargo safely, which of the following are you NOT responsible for?","You cannot inspect sealed loads, but you should check that you don't exceed gross weight and axle weight limits, and that the cargo is properly secured.",,1,en
CDL-GK-0306,cdl,,general_knowledge,Which of the following CMVs are most likely to get stuck at a raised railroad crossing?,"These trailers can get stuck on raised crossings: Low slung units (lowboy, car carrier, moving van, possum-belly livestock trailer). Single-axle tractor pulling a long trailer with its landing gear set to accommodate a tandem-axle tractor.",,1,en
CDL-GK-0307,cdl,,general_knowledge,All of the following behaviors are signs of aggressive driving EXCEPT,"Aggressive driving is the act of operating a motor vehicle in a selfish, bold, or pushy manner, without regard for the rights or safety of others. The frequent changes of speed is a distracted driver trait.",,1,en
CDL-GK-0308,cdl,,general_knowledge,Which of these statements about escape ramps is true?,"Escape ramps are made to stop runaway vehicles safely without injuring drivers and passengers. Escape ramps save lives, equipment and cargo.",,1,en
CDL-GK-0309,cdl,,general_knowledge,How often must you stop to check your cargo while on the road?,"Inspect the cargo and its securing devices again within the first 50 miles after beginning a trip, and you will need to inspect again after you have driven for 3 hours or 150 miles and after every break you take during driving.",,1,en
CDL-GK-0310,cdl,,general_knowledge,Bridge formulas permit,A bridge formula permits less maximum axle weight for axles that are closer together. This is to prevent overloading bridges and roadways,,1,en
CDL-GK-0311,cdl,,general_knowledge,"As your blood alcohol concentration (BAC) rises, what happens?",Alcohol affects more and more of the brain as BAC builds up. The first part of the brain affected controls judgment and self-control.,,1,en
CDL-GK-0312,cdl,,general_knowledge,Which of these statements about cargo loading is true?,"You must keep weights within legal limits. States have maximums for GVWRs, GCWRs, and axle weights.",,1,en
CDL-GK-0313,cdl,,general_knowledge,What is the most important thing to remember about emergency braking?,"Emergency braking does not mean pushing down on the brake pedal as hard as you can. That will only keep the wheels locked up and cause a skid. If the wheels are skidding, you cannot control the vehicle.",,1,en
CDL-GK-0314,cdl,,general_knowledge,What are the regulations on the height of splash guards?,"Currently, there are no federal regulations governing the height of splash guards. Each state is free to issue its own regulations, and those regulations vary from one state to another.",,1,en
CDL-GK-0315,cdl,,general_knowledge,The tendency for long commercial vehicles to swing wide on turns is called,"When a vehicle goes around a corner, the rear wheels follow a different path than the front wheels. This is called off-tracking. Longer vehicles will off-track more, the rear wheels of the powered unit will off-track some, and the rear wheels of the trailer will off-track even more.",,1,en
CDL-GK-0316,cdl,,general_knowledge,What is hydroplaning?,"In some weather, water or slush collects on the road. When this happens, your vehicle can hydroplane. It's like water skiing--the tires lose their contact with the road and have little or no traction. You may not be able to steer or brake.",,1,en
CDL-GK-0317,cdl,,general_knowledge,"When driving a commercial vehicle with a height over 13 feet, you should",Hitting overhead objects is dangerous. Make sure you always have overhead clearance.,,1,en
CDL-GK-0318,cdl,,general_knowledge,Your blood alcohol concentration (BAC) depends on your,"BAC is determined by the amount of alcohol you drink, how fast you drink, and your weight.",,1,en
CDL-GK-0319,cdl,,general_knowledge,The purpose of retarders is to,"Retarders help slow a vehicle, reducing the need for using your brakes. They reduce brake wear and give you another way to slow down.",,1,en
CDL-GK-0320,cdl,,general_knowledge,Which of the following provide extra gears on some trucks?,Multi-speed rear axles and auxiliary transmissions are used on many vehicles to provide extra gears. You usually control them by a selector knob or switch on the gearshift lever of the main transmission.,,1,en
CDL-GK-0321,cdl,,general_knowledge,Which one of these is not part of the engine compartment pre-trip inspection?,Oil Level: Indicate where dipstick is located and see that oil level is within safe operating range. Engine Compartment Belts Check belts for snugness up to 3/4-inch play at center of belt with no cracks or frays. Hoses: Inspect hoses for condition and leaks. Valve clearance is the incorrect answer.,,1,en
CDL-GK-0322,cdl,,general_knowledge,How do you test hydraulic brakes for leaks?,"If the vehicle has hydraulic brakes, pump the brake pedal three times. Then apply firm pressure to the pedal and hold for five seconds. The pedal should not move. If it does, there may be a leak or other problem.",,1,en
CDL-GK-0323,cdl,,general_knowledge,Which of the following is most likely to cause a vehicle fire?,"The following are some causes of vehicle fires: Spilled fuel not properly cleaned up; improper use of flares; under-inflated tires and duals that touch; short circuits due to damaged insulation or loose connections; driver smoking in or around the vehicle; improper fueling and loose fuel connections; flammable cargo, improperly sealed or loaded cargo, with poor ventilation.",,1,en
CDL-GK-0324,cdl,,general_knowledge,"If the vehicle in front of you is smaller than yours, it can probably","Remember, if the vehicle ahead of you is smaller than yours, it can probably stop faster than you can. You may crash if you are following too closely.",,1,en
CDL-GK-0325,cdl,,general_knowledge,How far ahead should you be looking while driving in town?,"Most good drivers look at least 12 to 15 seconds ahead. That means looking ahead the distance you will travel in 12 to 15 seconds. At lower speeds, that's about one block.",,1,en
CDL-GK-0326,cdl,,general_knowledge,Name two causes of fires.,"The following are some causes of vehicle fires: spilled fuel, improper use of flares, under-inflated tires, duals that touch, short circuits, loose connections, improper fueling, loose fuel connections, flammable cargo that is improperly sealed or loaded cargo or has poor ventilation.",,1,en
CDL-GK-0327,cdl,,general_knowledge,When should you review the post-trip inspection report from the previous driver?,"Before performing the pre-trip inspection on your vehicle, you must review the inspection report made by the previous driver. Only if defects reported earlier have been certified as repaired or not needed to be repaired, should you sign the previous driver's report.",,1,en
CDL-GK-0328,cdl,,general_knowledge,"While driving, you see a small square cardboard box ahead in your lane. You should:",Steering around the object when it is safe to do is the safest action.,,1,en
CDL-GK-0329,cdl,,general_knowledge,In which of the following two situations should you downshift?,"Special conditions where you should downshift are: before starting down a hill slow down and shift down to a speed that you can control without using the brakes hard, and before entering a curve slow down to a safe speed and downshift to the right gear before entering the curve.",,1,en
CDL-GK-0330,cdl,,general_knowledge,Which of these can cause the vehicle to skid?,"Turning too sharply, not enough weight on the front axle, and over acceleration are all example of how to cause vehicle skids.",,1,en
CDL-GK-0331,cdl,,general_knowledge,When looking ahead of your vehicle while driving you should,"Good drivers shift their attention back and forth, near and far.",,1,en
CDL-GK-0332,cdl,,general_knowledge,Which of these statements about engine overheating is true?,Never remove the radiator cap or any part of the pressurized system until the system has cooled. Steam and boiling water can spray under pressure and cause severe burns.,,1,en
CDL-GK-0333,cdl,,general_knowledge,Escape ramps are,Escape ramps are made to stop runaway vehicles safely without injuring drivers and passengers.,,1,en
CDL-GK-0334,cdl,,general_knowledge,The braking effect of the engine is greatest when the engine is _____ the governed rpm and the transmission is in the ______ gears.,The braking effect of the engine is greatest when it is near the governed rpms and the transmission is in the lower gears.,,1,en
CDL-GK-0335,cdl,,general_knowledge,Which of the following materials can be used in a Class ABC fire extinguisher to put out fires?,An ABC fire extinguisher is a multi-purpose extinguisher and usually uses dry chemicals.,,1,en
CDL-GK-0336,cdl,,general_knowledge,You are checking your brakes and suspension system for a pre-trip inspection. What are you looking for?,"Brake linings must not be loose or soaked with oil or grease, and must not be dangerously thin, broken, or missing.",,1,en
CDL-GK-0337,cdl,,general_knowledge,How does the height of the vehicle's center of gravity affect safe handling?,High center of gravity means that much of the load's weight is carried high up off the road. This makes the vehicle top-heavy and easy to roll over.,,1,en
CDL-GK-0338,cdl,,general_knowledge,"In rain, you should reduce your speed by?",Wet roads can double stopping distance. You must drive slower to be able to stop in the same distance as on a dry road. Reduce speed by about one-third on a wet road.,,1,en
CDL-GK-0339,cdl,,general_knowledge,Gross vehicle weight rating or GVWR means the following:,The Gross Vehicle Weight Rating (GVWR) is the value specified by the manufacturer as the loaded weight of a single vehicle.,,1,en
CDL-GK-0340,cdl,,general_knowledge,Which of these statements about tires and hot weather driving is true?,"Inspect the tires more often than usual, or every two hours or every 100 miles when driving in very hot weather.",,1,en
CDL-GK-0341,cdl,,general_knowledge,Tank vehicles are used to carry any liquid and are dangerous to drive because:,Hauling liquids in tanks requires special skills because of the high center of gravity and liquid movement.,,1,en
